Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	average	Locus_start	Locus_end	Protein_start	Protein_end
Human_coronavirus_OC43	miR-21-3p	6705	6712	6335	6342	8mer-1a	x	0	99	4.7943257799849635	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-21-3p	8741	8746	8235	8240	6mer	x	0	99	4.7943257799849635	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-21-3p	8797	8803	8291	8297	7mer-m8	x	0	99	4.7943257799849635	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-21-3p	9148	9155	8603	8610	8mer-1a	x	0	99	4.7943257799849635	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-21-3p	986	993	944	951	8mer-1a	x	0	99	4.7943257799849635	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-21-3p	9891	9897	9343	9349	7mer-m8	x	0	99	4.7943257799849635	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	10450	10456	9882	9888	7mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	10452	10458	9884	9890	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	10976	10982	10399	10405	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	13208	13213	12576	12581	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	13303	13310	12665	12672	8mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	14746	14751	14087	14092	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	15459	15465	14788	14794	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	16390	16395	15719	15724	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	19449	19455	18767	18773	7mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	19806	19811	19109	19114	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	20303	20310	19603	19610	8mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	20565	20571	19864	19870	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	25526	25533	24776	24783	8mer-1a	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	25915	25920	25161	25166	6mer	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	26506	26513	25751	25758	8mer-1a	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	27175	27181	26417	26423	7mer-m8	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	27955	27961	27192	27198	7mer-1a	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	28014	28019	27249	27254	6mer	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	28942	28947	28158	28163	6mer	x	0	97	4.089519711516851	EYW02_gp6	EYW02_gp6	envelope protein	envelope protein
Human_coronavirus_OC43	miR-126-5p	29408	29413	28611	28616	6mer	x	0	97	4.089519711516851	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-126-5p	29623	29629	28820	28826	7mer-1a	x	0	97	4.089519711516851	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-126-5p	29863	29869	29058	29064	7mer-1a	x	0	97	4.089519711516851	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-126-5p	4715	4720	4464	4469	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	9733	9739	9185	9191	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	10450	10456	9882	9888	7mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	10452	10458	9884	9890	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	10976	10982	10399	10405	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	13208	13213	12576	12581	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	13303	13310	12665	12672	8mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	14746	14751	14087	14092	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	15459	15465	14788	14794	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	16390	16395	15719	15724	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	19449	19455	18767	18773	7mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	19806	19811	19109	19114	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	20303	20310	19603	19610	8mer-1a	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	20565	20571	19864	19870	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	25526	25533	24776	24783	8mer-1a	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	25915	25920	25161	25166	6mer	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	26506	26513	25751	25758	8mer-1a	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	27175	27181	26417	26423	7mer-m8	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	27955	27961	27192	27198	7mer-1a	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	28014	28019	27249	27254	6mer	x	0	97	4.089519711516851	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-126-5p	28942	28947	28158	28163	6mer	x	0	97	4.089519711516851	EYW02_gp6	EYW02_gp6	envelope protein	envelope protein
Human_coronavirus_OC43	miR-126-5p	29408	29413	28611	28616	6mer	x	0	97	4.089519711516851	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-126-5p	29623	29629	28820	28826	7mer-1a	x	0	97	4.089519711516851	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-126-5p	29863	29869	29058	29064	7mer-1a	x	0	97	4.089519711516851	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-126-5p	4715	4720	4464	4469	6mer	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-126-5p	9733	9739	9185	9191	7mer-m8	x	0	97	4.089519711516851	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	10408	10413	9840	9845	6mer	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	10870	10875	10293	10298	6mer	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	11152	11159	10574	10581	8mer-1a	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	11322	11328	10737	10743	7mer-1a	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	1193	1200	1145	1152	8mer-1a	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	12529	12534	11907	11912	6mer	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	14393	14399	13734	13740	7mer-m8	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	15096	15102	14425	14431	7mer-m8	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	15315	15322	14644	14651	8mer-1a	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-195-5p	24201	24207	23472	23478	7mer-m8	x	0	96	2.573725837560798	EYW02_gp3	EYW02_gp3	hemagglutinin-esterase	hemagglutinin-esterase
Human_coronavirus_OC43	miR-195-5p	25538	25545	24788	24795	8mer-1a	x	0	96	2.573725837560798	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-195-5p	25708	25715	24956	24963	8mer-1a	x	0	96	2.573725837560798	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-195-5p	31376	31383	30509	30516	8mer-1a	x	0	96	2.573725837560798				
Human_coronavirus_OC43	miR-195-5p	8338	8346	7835	7841	7mer-m8	x	0	96	2.573725837560798	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	10408	10413	9840	9845	6mer	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	10870	10875	10293	10298	6mer	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	11152	11159	10574	10581	8mer-1a	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	11322	11328	10737	10743	7mer-1a	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	1193	1200	1145	1152	8mer-1a	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	12529	12534	11907	11912	6mer	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	14393	14399	13734	13740	7mer-m8	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	15096	15102	14425	14431	7mer-m8	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	15315	15322	14644	14651	8mer-1a	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-16-5p	24201	24207	23472	23478	7mer-m8	x	0	96	4.190134721268195	EYW02_gp3	EYW02_gp3	hemagglutinin-esterase	hemagglutinin-esterase
Human_coronavirus_OC43	miR-16-5p	25538	25545	24788	24795	8mer-1a	x	0	96	4.190134721268195	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-16-5p	25708	25715	24956	24963	8mer-1a	x	0	96	4.190134721268195	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-16-5p	31376	31383	30509	30516	8mer-1a	x	0	96	4.190134721268195				
Human_coronavirus_OC43	miR-16-5p	8338	8346	7835	7841	7mer-m8	x	0	96	4.190134721268195	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	12211	12218	11589	11596	8mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	17060	17067	16389	16396	8mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	17626	17632	16950	16956	7mer-m8	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	20216	20222	19516	19522	7mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	21410	21415	20707	20712	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	22977	22983	22253	22259	7mer-1a	x	0	95	5.772000345699802	ns2	ns2	ns2	ns2
Human_coronavirus_OC43	miR-486-5p	23938	23944	23209	23215	7mer-m8	x	0	95	5.772000345699802	EYW02_gp3	EYW02_gp3	hemagglutinin-esterase	hemagglutinin-esterase
Human_coronavirus_OC43	miR-486-5p	24950	24955	24215	24220	6mer	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	25996	26001	25241	25246	6mer	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	27183	27190	26425	26432	8mer-1a	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	28220	28226	27451	27457	7mer-1a	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	28375	28382	27604	27611	8mer-1a	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	4489	4494	4241	4246	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	4890	4896	4639	4645	7mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	6420	6425	6080	6085	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	6832	6837	6446	6451	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	7602	7607	7118	7123	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	12211	12218	11589	11596	8mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	17060	17067	16389	16396	8mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	17626	17632	16950	16956	7mer-m8	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	20216	20222	19516	19522	7mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	21410	21415	20707	20712	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	22977	22983	22253	22259	7mer-1a	x	0	95	5.772000345699802	ns2	ns2	ns2	ns2
Human_coronavirus_OC43	miR-486-5p	23938	23944	23209	23215	7mer-m8	x	0	95	5.772000345699802	EYW02_gp3	EYW02_gp3	hemagglutinin-esterase	hemagglutinin-esterase
Human_coronavirus_OC43	miR-486-5p	24950	24955	24215	24220	6mer	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	25996	26001	25241	25246	6mer	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	27183	27190	26425	26432	8mer-1a	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	28220	28226	27451	27457	7mer-1a	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	28375	28382	27604	27611	8mer-1a	x	0	95	5.772000345699802	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-486-5p	4489	4494	4241	4246	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	4890	4896	4639	4645	7mer-1a	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	6420	6425	6080	6085	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	6832	6837	6446	6451	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-486-5p	7602	7607	7118	7123	6mer	x	0	95	5.772000345699802	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	10310	10316	9745	9751	7mer-m8	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	11874	11879	11264	11269	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	14179	14184	13520	13525	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	14275	14281	13616	13622	7mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	15295	15301	14624	14630	7mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	1628	1634	1570	1576	7mer-m8	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	16532	16537	15861	15866	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	16841	16846	16170	16175	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	18487	18493	17810	17816	7mer-m8	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	19340	19346	18658	18664	7mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	19690	19696	18993	18999	7mer-m8	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	2031	2036	1954	1959	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	2161	2168	2083	2090	8mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	21744	21750	21041	21047	7mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	2263	2269	2184	2190	7mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	24271	24277	23542	23548	7mer-m8	x	0	90	3.0634646853655134	EYW02_gp3	EYW02_gp3	hemagglutinin-esterase	hemagglutinin-esterase
Human_coronavirus_OC43	miR-186-5p	24658	24663	23926	23931	6mer	x	0	90	3.0634646853655134	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-186-5p	27577	27583	26819	26825	7mer-1a	x	0	90	3.0634646853655134	EYW02_gp4	EYW02_gp4	spike surface glycoprotein	spike surface glycoprotein
Human_coronavirus_OC43	miR-186-5p	29253	29258	28457	28462	6mer	x	0	90	3.0634646853655134	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-186-5p	29673	29679	28870	28876	7mer-m8	x	0	90	3.0634646853655134	EYW02_gp7	EYW02_gp7	membrane protein	membrane protein
Human_coronavirus_OC43	miR-186-5p	30212	30217	29399	29404	6mer	x	0	90	3.0634646853655134	EYW02_gp8	EYW02_gp8	nucleocapsid protein	nucleocapsid protein
Human_coronavirus_OC43	miR-186-5p	30896	30901	30048	30053	6mer	x	0	90	3.0634646853655134	EYW02_gp8	EYW02_gp8	nucleocapsid protein	nucleocapsid protein
Human_coronavirus_OC43	miR-186-5p	3940	3945	3708	3713	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	4795	4800	4544	4549	6mer	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
Human_coronavirus_OC43	miR-186-5p	6547	6554	6193	6200	8mer-1a	x	0	90	3.0634646853655134	orf1ab	orf1ab	Orf1ab	Orf1ab
