Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	average	Locus_start	Locus_end	Protein_start	Protein_end
NL63	miR-21-3p	17325	17332	17325	17332	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	1810	1816	1810	1816	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	18202	18208	18202	18208	7mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	18578	18583	18578	18583	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	18588	18594	18588	18594	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	18766	18771	18766	18771	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	19036	19041	19036	19041	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	19186	19191	19186	19191	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	19312	19317	19312	19317	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	20031	20038	20031	20038	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	20562	20567	20562	20567	6mer	x	0	100	4.7943257799849635	S	S	Spike protein	Spike protein
NL63	miR-21-3p	21407	21414	21407	21414	8mer-1a	x	0	100	4.7943257799849635	S	S	Spike protein	Spike protein
NL63	miR-21-3p	21471	21476	21471	21476	6mer	x	0	100	4.7943257799849635	S	S	Spike protein	Spike protein
NL63	miR-21-3p	220	226	220	226	7mer-m8	x	0	100	4.7943257799849635				
NL63	miR-21-3p	23226	23231	23226	23231	6mer	x	0	100	4.7943257799849635	S	S	Spike protein	Spike protein
NL63	miR-21-3p	25598	25604	25598	25604	7mer-m8	x	0	100	4.7943257799849635	M	M	Membrane protein	Membrane protein
NL63	miR-21-3p	25856	25862	25856	25862	7mer-1a	x	0	100	4.7943257799849635	M	M	Membrane protein	Membrane protein
NL63	miR-21-3p	26062	26068	26062	26068	7mer-m8	x	0	100	4.7943257799849635	M	M	Membrane protein	Membrane protein
NL63	miR-21-3p	26081	26086	26081	26086	6mer	x	0	100	4.7943257799849635	M	M	Membrane protein	Membrane protein
NL63	miR-21-3p	26420	26426	26420	26426	7mer-m8	x	0	100	4.7943257799849635	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-21-3p	2644	2650	2644	2650	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	26933	26939	26933	26939	7mer-m8	x	0	100	4.7943257799849635	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-21-3p	2794	2801	2794	2801	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	3437	3442	3437	3442	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	3902	3908	3902	3908	7mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	4178	4183	4178	4183	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	4274	4280	4274	4280	7mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	5111	5116	5111	5116	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	5125	5131	5125	5131	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	5144	5149	5144	5149	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	6113	6119	6113	6119	7mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	7207	7213	7207	7213	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	7819	7824	7819	7824	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	7891	7897	7891	7897	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	7933	7939	7933	7939	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	7963	7969	7963	7969	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	8036	8041	8036	8041	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	8056	8063	8056	8063	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	8324	8329	8324	8329	6mer	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	8560	8566	8560	8566	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	9335	9341	9335	9341	7mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	9469	9475	9469	9475	7mer-m8	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	9478	9485	9478	9485	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	9868	9875	9868	9875	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-21-3p	9997	10004	9997	10004	8mer-1a	x	0	100	4.7943257799849635	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	15814	15820	15814	15820	7mer-m8	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	16301	16306	16301	16306	6mer	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	19954	19960	19954	19960	7mer-m8	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	21112	21118	21112	21118	7mer-1a	x	0	98	3.4064948477894212	S	S	Spike protein	Spike protein
NL63	miR-361-5p	23967	23974	23967	23974	8mer-1a	x	0	98	3.4064948477894212	S	S	Spike protein	Spike protein
NL63	miR-361-5p	26217	26224	26217	26224	8mer-1a	x	0	98	3.4064948477894212	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-361-5p	26806	26812	26806	26812	7mer-1a	x	0	98	3.4064948477894212	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-361-5p	3458	3465	3458	3465	8mer-1a	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	5163	5168	5163	5168	6mer	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	521	527	521	527	7mer-m8	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	714	719	714	719	6mer	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	8900	8906	8900	8906	7mer-1a	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	15814	15820	15814	15820	7mer-m8	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	16301	16306	16301	16306	6mer	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	19954	19960	19954	19960	7mer-m8	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	21112	21118	21112	21118	7mer-1a	x	0	98	3.4064948477894212	S	S	Spike protein	Spike protein
NL63	miR-361-5p	23967	23974	23967	23974	8mer-1a	x	0	98	3.4064948477894212	S	S	Spike protein	Spike protein
NL63	miR-361-5p	26217	26224	26217	26224	8mer-1a	x	0	98	3.4064948477894212	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-361-5p	26806	26812	26806	26812	7mer-1a	x	0	98	3.4064948477894212	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-361-5p	3458	3465	3458	3465	8mer-1a	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	5163	5168	5163	5168	6mer	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	521	527	521	527	7mer-m8	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	714	719	714	719	6mer	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-361-5p	8900	8906	8900	8906	7mer-1a	x	0	98	3.4064948477894212	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	1234	1240	1234	1240	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	13419	13425	13419	13425	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	1377	1384	1377	1384	8mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	15110	15117	15110	15117	8mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	15821	15827	15821	15827	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	16470	16475	16470	16475	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	18005	18011	18005	18011	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	18372	18377	18372	18377	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	19370	19376	19370	19376	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	19440	19445	19440	19445	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	20352	20358	20352	20358	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	20417	20422	20417	20422	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	20551	20557	20551	20557	7mer-1a	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20588	20593	20588	20593	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20741	20746	20741	20746	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20770	20776	20770	20776	7mer-m8	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20994	20999	20994	20999	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	2116	2121	2116	2121	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	22262	22267	22262	22267	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	23003	23008	23003	23008	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	23114	23120	23114	23120	7mer-1a	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	23488	23494	23488	23494	7mer-m8	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	24059	24064	24059	24064	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	24625	24630	24625	24630	6mer	x	0	98	2.6684111463842903	P3	P3	protein 3	protein 3
NL63	miR-194-5p	24654	24660	24654	24660	7mer-m8	x	0	98	2.6684111463842903	P3	P3	protein 3	protein 3
NL63	miR-194-5p	24919	24924	24919	24924	6mer	x	0	98	2.6684111463842903	P3	P3	protein 3	protein 3
NL63	miR-194-5p	2494	2500	2494	2500	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	25858	25864	25858	25864	7mer-1a	x	0	98	2.6684111463842903	M	M	Membrane protein	Membrane protein
NL63	miR-194-5p	26695	26701	26695	26701	7mer-m8	x	0	98	2.6684111463842903	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-194-5p	3070	3075	3070	3075	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	5404	5410	5404	5410	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	5530	5535	5530	5535	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	5871	5878	5871	5878	8mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	6190	6195	6190	6195	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	666	671	666	671	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	7897	7902	7897	7902	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	8059	8064	8059	8064	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	8135	8141	8135	8141	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	8611	8616	8611	8616	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	9207	9213	9207	9213	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	9337	9343	9337	9343	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	1234	1240	1234	1240	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	13419	13425	13419	13425	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	1377	1384	1377	1384	8mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	15110	15117	15110	15117	8mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	15821	15827	15821	15827	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	16470	16475	16470	16475	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	18005	18011	18005	18011	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	18372	18377	18372	18377	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	19370	19376	19370	19376	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	19440	19445	19440	19445	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	20352	20358	20352	20358	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	20417	20422	20417	20422	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	20551	20557	20551	20557	7mer-1a	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20588	20593	20588	20593	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20741	20746	20741	20746	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20770	20776	20770	20776	7mer-m8	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	20994	20999	20994	20999	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	2116	2121	2116	2121	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	22262	22267	22262	22267	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	23003	23008	23003	23008	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	23114	23120	23114	23120	7mer-1a	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	23488	23494	23488	23494	7mer-m8	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	24059	24064	24059	24064	6mer	x	0	98	2.6684111463842903	S	S	Spike protein	Spike protein
NL63	miR-194-5p	24625	24630	24625	24630	6mer	x	0	98	2.6684111463842903	P3	P3	protein 3	protein 3
NL63	miR-194-5p	24654	24660	24654	24660	7mer-m8	x	0	98	2.6684111463842903	P3	P3	protein 3	protein 3
NL63	miR-194-5p	24919	24924	24919	24924	6mer	x	0	98	2.6684111463842903	P3	P3	protein 3	protein 3
NL63	miR-194-5p	2494	2500	2494	2500	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	25858	25864	25858	25864	7mer-1a	x	0	98	2.6684111463842903	M	M	Membrane protein	Membrane protein
NL63	miR-194-5p	26695	26701	26695	26701	7mer-m8	x	0	98	2.6684111463842903	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-194-5p	3070	3075	3070	3075	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	5404	5410	5404	5410	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	5530	5535	5530	5535	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	5871	5878	5871	5878	8mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	6190	6195	6190	6195	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	666	671	666	671	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	7897	7902	7897	7902	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	8059	8064	8059	8064	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	8135	8141	8135	8141	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	8611	8616	8611	8616	6mer	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	9207	9213	9207	9213	7mer-m8	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-194-5p	9337	9343	9337	9343	7mer-1a	x	0	98	2.6684111463842903	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	11684	11689	11684	11689	6mer	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	12347	12352	12347	12352	6mer	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	14194	14200	14194	14200	7mer-1a	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	14544	14550	14544	14550	7mer-m8	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	14767	14772	14767	14772	6mer	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	19848	19853	19848	19853	6mer	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	20425	20430	20425	20430	6mer	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	21167	21173	21167	21173	7mer-m8	x	0	98	4.089519711516851	S	S	Spike protein	Spike protein
NL63	miR-126-5p	22143	22148	22143	22148	6mer	x	0	98	4.089519711516851	S	S	Spike protein	Spike protein
NL63	miR-126-5p	22344	22349	22344	22349	6mer	x	0	98	4.089519711516851	S	S	Spike protein	Spike protein
NL63	miR-126-5p	23420	23427	23420	23427	8mer-1a	x	0	98	4.089519711516851	S	S	Spike protein	Spike protein
NL63	miR-126-5p	24538	24543	24538	24543	6mer	x	0	98	4.089519711516851	S	P3	Spike protein	protein 3
NL63	miR-126-5p	3463	3469	3463	3469	7mer-m8	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	5312	5317	5312	5317	6mer	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	5815	5821	5815	5821	7mer-m8	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	6679	6685	6679	6685	7mer-m8	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-126-5p	703	710	703	710	8mer-1a	x	0	98	4.089519711516851	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
