miRNA	miRDB score	site type	average
miR-1323	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.037582698415498876
miR-4786-5p	50	['6mer', '8mer-1a']	0.037374121626003794
miR-499a-5p	96	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.03712909978562122
miR-3909	75	['6mer', '8mer-1a']	0.03550915434571959
miR-3613-3p	71	['6mer', '7mer-1a', '7mer-m8']	0.03492289393606165
miR-411-3p	78	['6mer', '7mer-1a', '8mer-1a']	0.034545116615977235
miR-154-3p	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.03369245922137854
miR-525-5p	60	['6mer', '7mer-m8', '8mer-1a']	0.03347159191999196
miR-100-3p	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.032893554417672395
miR-548j-5p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.032049928975183495
miR-885-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.03191545187694668
miR-105-5p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.031757012954478345
miR-7705	50	['6mer', '7mer-1a', '7mer-m8']	0.029834268153280274
miR-6507-5p	94	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0284455587568569
miR-329-3p	93	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.028313942142062735
miR-3926	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.026867023000716795
miR-660-3p	59	['7mer-1a', '7mer-m8', '8mer-1a']	0.025498278936850086
miR-543	81	['6mer', '7mer-1a', '7mer-m8']	0.02471309700443989
miR-506-3p	67	['6mer', '8mer-1a']	0.023844894664429895
miR-3940-5p	59	['7mer-1a', '7mer-m8', '8mer-1a']	0.02360535486403824
miR-9-3p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02306410050325986
miR-372-3p	63	['6mer', '7mer-1a', '7mer-m8']	0.022816823526356732
miR-548v	53	['6mer', '7mer-1a', '8mer-1a']	0.022546646079601437
miR-494-3p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02205121410343813
miR-34a-3p	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.022000246081154032
miR-4677-5p	52	['6mer', '7mer-1a', '7mer-m8']	0.021806920468629466
miR-346	51	['6mer', '7mer-1a', '7mer-m8']	0.020139365370902898
miR-616-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.019137967872411087
miR-548e-3p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.018984988840206263
miR-4678	55	['6mer', '7mer-m8', '8mer-1a']	0.01897250440696224
miR-3942-5p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.018535983578878187
miR-3920	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01833637736731608
miR-4668-3p	97	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.017869969252363047
miR-585-5p	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016956445565303947
miR-616-3p	51	['7mer-1a', '7mer-m8']	0.016464164401478677
miR-676-5p	97	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016452631376554918
miR-4727-5p	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016199099444503397
miR-522-3p	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.015951721333702124
miR-4724-5p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01591328464218733
miR-6813-3p	57	['6mer', '7mer-1a', '7mer-m8']	0.015271152412823853
miR-3680-3p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.014986764734792834
miR-497-3p	94	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.014549316304172557
miR-133a-5p	60	['6mer', '7mer-1a', '8mer-1a']	0.013335844910903531
miR-4484	55	['6mer', '7mer-1a']	0.013285506114671324
miR-656-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.013228201718034086
miR-539-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01290270280894342
miR-4473	72	['6mer', '7mer-1a', '8mer-1a']	0.012693430781520933
miR-5003-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.012096247284859219
miR-3130-3p	64	['6mer', '7mer-1a', '7mer-m8']	0.012027868537198377
miR-3064-3p	85	['6mer', '7mer-1a', '7mer-m8']	0.011825348880691361
miR-4775	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.011817692712017835
miR-183-3p	68	['6mer', '7mer-1a', '7mer-m8']	0.011720466258819619
miR-2115-3p	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.011596771326698284
miR-20b-3p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010909535226823298
miR-489-3p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010859461776346361
miR-1283	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010833550554331406
miR-518a-5p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010762358601404686
miR-6513-3p	72	['6mer', '7mer-1a', '8mer-1a']	0.010574512611182047
miR-4423-3p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.009936851984268497
miR-527	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00980378573437401
miR-377-3p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.009512951456445505
miR-345-3p	52	['6mer', '7mer-1a', '8mer-1a']	0.00920014292755693
miR-5001-3p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.009065302046485662
miR-3187-3p	96	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008952836491438246
miR-1284	59	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008737240191871448
miR-1251-5p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008694787580482475
miR-4738-3p	63	['6mer', '7mer-1a', '8mer-1a']	0.008524029827686692
miR-6882-5p	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008268659169515984
miR-607	96	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008063840480123657
miR-6730-3p	58	['6mer', '7mer-1a', '8mer-1a']	0.008015794228593488
miR-2681-5p	55	['6mer', '7mer-m8', '8mer-1a']	0.007700922796311638
miR-6797-3p	88	['6mer', '7mer-m8', '8mer-1a']	0.007676506735568019
miR-641	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.007660019492636931
miR-3913-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.007249193374792649
miR-556-3p	77	['6mer', '7mer-1a', '7mer-m8']	0.00705537116248261
miR-520g-3p	59	['6mer', '7mer-1a', '7mer-m8']	0.0069129086846974955
miR-4762-3p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0067476975476089
miR-3140-3p	56	['6mer', '7mer-1a', '7mer-m8']	0.0066883788194390245
miR-4479	53	['8mer-1a']	0.00663061233695847
miR-4741	62	['6mer', '8mer-1a']	0.006406072238930261
miR-3074-3p	69	['6mer', '7mer-1a', '7mer-m8']	0.0063667588217719215
miR-4699-3p	53	['6mer', '7mer-1a', '7mer-m8']	0.006321275626206562
miR-449b-3p	67	['6mer', '8mer-1a']	0.006301875889894804
miR-3923	56	['6mer', '7mer-1a', '7mer-m8']	0.006246127014956456
miR-548s	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00615042325654256
miR-190a-3p	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.006087058929090386
miR-570-3p	57	['6mer', '7mer-1a', '7mer-m8']	0.005970598669278538
miR-106a-3p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005681521267841248
miR-216b-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005562932490612993
miR-3163	98	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00553011213496802
miR-1179	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005464958613400811
miR-6874-3p	53	['6mer', '7mer-1a', '7mer-m8']	0.005310453105201817
miR-515-5p	89	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005306337347339729
miR-4528	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005099218321602856
miR-3158-5p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005093044291830742
miR-380-3p	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005078975718721418
miR-548d-3p	97	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005051830342108716
miR-3609	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004999817220442581
miR-7844-5p	60	['6mer', '7mer-1a', '7mer-m8']	0.004901134557764163
miR-6715a-3p	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004895154750537445
miR-3617-3p	90	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004874969217206096
miR-1237-3p	64	['6mer', '7mer-1a', '8mer-1a']	0.004874277277192754
miR-1276	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004742156665234854
miR-4714-3p	70	['6mer', '7mer-1a', '7mer-m8']	0.0047210076112032635
miR-548aw	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0045602138176439435
miR-4691-3p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0045406300558591675
miR-1537-3p	57	['6mer', '7mer-1a', '7mer-m8']	0.004307938493283331
miR-4709-5p	97	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00429305151985398
miR-7846-3p	55	['6mer', '7mer-1a', '8mer-1a']	0.004261387549183028
miR-5579-3p	69	['6mer', '7mer-1a', '7mer-m8']	0.004183610449227155
miR-4762-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004182830524588748
miR-186-3p	52	['7mer-1a', '7mer-m8']	0.004115777212344147
miR-7152-5p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0040449591454191115
miR-4679	65	['6mer', '7mer-1a', '7mer-m8']	0.003992826296955139
miR-548f-3p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0038436289098818677
miR-548e-5p	93	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0037809259813887247
miR-6738-3p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0037215937478025122
miR-4435	68	['6mer', '7mer-1a', '7mer-m8']	0.0036803133552814693
miR-6875-3p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0036470090811141142
miR-892a	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0035952744474926405
miR-371b-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0035207416625844816
miR-545-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0034430425403312133
miR-3681-5p	51	['6mer', '7mer-m8']	0.003354243070415941
miR-1251-3p	67	['6mer', '7mer-m8', '8mer-1a']	0.0033537451070230605
miR-6748-5p	75	['7mer-1a', '7mer-m8', '8mer-1a']	0.003307557342093066
miR-6728-5p	51	['6mer', '8mer-1a']	0.003170379838805904
miR-7109-3p	66	['6mer', '7mer-1a', '8mer-1a']	0.003166026884217251
miR-7848-3p	70	['6mer', '7mer-1a', '7mer-m8']	0.0030808748205746832
miR-548t-5p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0030714862235990603
miR-6847-5p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0030714689994931015
miR-1305	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00304646764398706
miR-373-3p	63	['6mer', '7mer-1a', '7mer-m8']	0.0030372269501845184
miR-4690-5p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.003014373175746484
miR-3143	94	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002916370772029726
miR-6715b-3p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002802124634396904
miR-524-5p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0027465237349366665
miR-5571-3p	55	['6mer', '7mer-1a', '8mer-1a']	0.0027108828647039113
miR-4795-3p	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002688340493678929
miR-3161	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002687002807685629
miR-2276-3p	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002660627338275053
miR-548n	95	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002631384891388025
miR-1-5p	68	['6mer', '7mer-1a', '7mer-m8']	0.0025436365768483345
miR-6881-3p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00252995284570881
miR-548ay-3p	96	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0025154507732189045
miR-6884-3p	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002488347373535509
miR-548l	57	['6mer', '7mer-1a', '7mer-m8']	0.0024242492924098206
miR-6839-5p	57	['6mer', '7mer-m8', '8mer-1a']	0.002407567078996313
miR-4659a-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002401419684896271
miR-507	62	['6mer', '7mer-1a', '7mer-m8']	0.0023003227782053184
miR-5582-3p	98	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002253192426428718
miR-3662	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0022402024334696254
miR-4708-3p	74	['7mer-m8', '8mer-1a']	0.0022053555951963275
miR-510-3p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0021964774921090302
miR-770-5p	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002194906585366557
miR-4511	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002144486880398551
miR-5196-3p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002141876731721831
miR-4766-3p	95	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0021044705497653103
miR-4445-5p	59	['6mer', '7mer-1a', '7mer-m8']	0.0020916372882457167
miR-578	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0020658003189855502
miR-5697	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0020462725493777846
miR-3144-3p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002033045789490846
miR-4436b-5p	55	['6mer', '7mer-1a', '7mer-m8']	0.0018711076113840767
miR-4680-3p	65	['6mer', '7mer-1a', '7mer-m8']	0.0018277032846876924
miR-6832-3p	53	['6mer', '7mer-m8', '8mer-1a']	0.0018248964115445616
miR-4742-5p	57	['6mer', '7mer-1a', '7mer-m8']	0.0017925618943986806
miR-6871-3p	52	['6mer', '7mer-1a', '7mer-m8']	0.0016957067826363734
miR-6836-3p	71	['6mer', '7mer-m8', '8mer-1a']	0.0016957067826363734
miR-2116-5p	59	['6mer', '7mer-1a', '8mer-1a']	0.0016674913256902982
miR-3910	64	['6mer', '7mer-1a', '7mer-m8']	0.0016393981779241138
miR-6727-3p	66	['6mer', '7mer-m8', '8mer-1a']	0.0015395942867325403
miR-888-5p	61	['6mer', '7mer-1a', '7mer-m8']	0.0015026550728002373
miR-3617-5p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001500669059251046
miR-3912-5p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0014143174926974685
miR-4731-3p	94	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001400777954862575
miR-5187-3p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013929941207311135
miR-6809-3p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013818375942756965
miR-632	68	['6mer', '7mer-m8', '8mer-1a']	0.0013585087377648035
