miRNA	miRDB score	site type	average
miR-500a-5p	65	['6mer', '7mer-m8', '8mer-1a']	0.17776469541298381
miR-376c-3p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.17661423121927045
miR-29a-5p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.17570811086691016
miR-493-5p	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.17481659297315963
miR-369-3p	58	['6mer', '7mer-1a', '7mer-m8']	0.17185382018371137
miR-362-3p	65	['6mer', '7mer-1a', '8mer-1a']	0.16587200075626543
miR-495-3p	92	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.1590227175808509
let-7a-2-3p	61	['6mer', '7mer-1a', '7mer-m8']	0.15216132189560022
miR-511-3p	65	['6mer', '7mer-1a', '8mer-1a']	0.14848639948412257
miR-331-5p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.14349520450044473
miR-218-1-3p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.1420343040726672
miR-421	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.14094659333760362
miR-221-5p	69	['6mer', '8mer-1a']	0.1400543184996414
miR-5683	54	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.1326572374784623
miR-223-5p	52	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.13156576669920017
miR-624-5p	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.13145420205767971
miR-192-3p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.12702556737143023
miR-92a-1-5p	58	['6mer', '7mer-1a']	0.11769537180822902
miR-16-1-3p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.11360677466370525
miR-1226-3p	92	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.11297356598072995
miR-552-3p	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.11001969635478462
miR-944	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.10876262151789302
miR-7702	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.10517621421063043
miR-552-5p	82	['6mer', '7mer-1a', '8mer-1a']	0.1034465827459572
miR-299-5p	73	['6mer', '7mer-1a', '7mer-m8']	0.10257319836540794
miR-6509-5p	89	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.10027204652056879
miR-6761-5p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.10021905126141188
miR-424-3p	52	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.09905661888482849
miR-3934-5p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.09785229485782851
miR-4661-5p	57	['6mer', '7mer-m8']	0.0972346362291785
miR-374b-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.09565750552441629
miR-651-5p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.09173496032424755
miR-219a-1-3p	90	['6mer', '7mer-1a']	0.08966825617002751
miR-1270	52	['7mer-1a', '8mer-1a']	0.08817499901360579
miR-33a-3p	88	['6mer', '7mer-1a', '7mer-m8']	0.0879833837745911
miR-29b-1-5p	79	['6mer', '7mer-1a', '7mer-m8']	0.08588701298378625
miR-452-3p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0851579102652562
miR-3614-3p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0849884434478348
miR-503-5p	82	['6mer', '7mer-1a', '7mer-m8']	0.0798870326146852
miR-605-5p	82	['6mer', '7mer-m8', '8mer-1a']	0.07483131064188119
miR-5010-3p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.07123901485851515
miR-20a-3p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.06795311101294678
miR-3928-3p	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.06532184724627683
miR-760	53	['6mer', '7mer-1a', '7mer-m8']	0.06491094921215364
miR-6837-3p	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.06402624427725079
miR-628-3p	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.057900668903738295
miR-659-5p	53	['6mer', '7mer-1a', '7mer-m8']	0.05790044050480347
miR-618	64	['6mer', '7mer-1a', '7mer-m8']	0.048302835107351026
miR-153-5p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.04738283652986864
miR-32-3p	72	['6mer', '7mer-1a', '7mer-m8']	0.04674320491279737
miR-584-3p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.04440648220313279
miR-592	59	['6mer', '7mer-1a', '7mer-m8']	0.04381683255546509
miR-6755-5p	58	['6mer', '7mer-1a', '7mer-m8']	0.04379381697649293
miR-655-3p	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.042151865642147936
miR-153-3p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.03917775401551719
miR-502-5p	52	['6mer', '7mer-1a', '8mer-1a']	0.03835219851839298
miR-627-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.038041098092229
miR-499a-5p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.03712909978562122
miR-411-3p	76	['6mer', '7mer-1a', '7mer-m8']	0.034545116615977235
miR-518c-5p	57	['6mer', '7mer-m8', '8mer-1a']	0.034069113811007135
miR-154-3p	56	['6mer', '7mer-1a', '7mer-m8']	0.03369245922137854
miR-525-5p	57	['6mer', '7mer-1a', '8mer-1a']	0.03347159191999196
miR-100-3p	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.032893554417672395
miR-548j-5p	96	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.032049928975183495
miR-885-5p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.03191545187694668
miR-4685-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.030642080510917005
miR-3622a-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.029872907366863197
miR-6507-5p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0284455587568569
miR-329-3p	59	['6mer', '7mer-1a', '8mer-1a']	0.028313942142062735
miR-1288-3p	53	['6mer', '7mer-1a', '8mer-1a']	0.027646546757463385
miR-380-5p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02707651160587623
miR-934	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.026178825771245418
miR-31-3p	56	['6mer', '7mer-1a']	0.02600944695975798
miR-4742-3p	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02578567759922136
miR-543	61	['6mer', '7mer-1a', '7mer-m8']	0.02471309700443989
miR-5680	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02463247243767191
miR-561-5p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.024163981994919533
miR-506-3p	63	['6mer', '7mer-1a', '7mer-m8']	0.023844894664429895
miR-31-5p	61	['6mer', '7mer-m8', '8mer-1a']	0.02382162556455526
miR-9-3p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02306410050325986
miR-372-3p	74	['6mer', '7mer-1a', '8mer-1a']	0.022816823526356732
miR-548v	60	['6mer', '7mer-1a', '7mer-m8']	0.022546646079601437
miR-494-3p	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02205121410343813
miR-6514-3p	54	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02205091006639544
miR-4677-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.021806920468629466
miR-1227-3p	65	['6mer', '7mer-1a', '7mer-m8']	0.02125147495117097
miR-6733-3p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.02025755340609363
miR-346	80	['6mer', '7mer-1a', '7mer-m8']	0.020139365370902898
miR-103a-2-5p	65	['6mer', '7mer-1a', '7mer-m8']	0.02002579602893715
miR-4446-3p	52	['7mer-1a', '8mer-1a']	0.019589110308174437
miR-4660	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.019477321134354693
miR-616-5p	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.019137967872411087
miR-767-5p	68	['6mer', '7mer-1a', '7mer-m8']	0.018989296906172626
miR-548e-3p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.018984988840206263
miR-4678	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01897250440696224
miR-6730-5p	51	['6mer', '7mer-1a', '7mer-m8']	0.018566828883229827
miR-3942-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.018535983578878187
miR-3920	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01833637736731608
miR-5690	60	['6mer', '7mer-1a', '7mer-m8']	0.01799493981801212
miR-4668-3p	60	['6mer', '7mer-1a', '7mer-m8']	0.017869969252363047
miR-7854-3p	67	['6mer', '7mer-1a', '8mer-1a']	0.017609915592359606
miR-580-3p	78	['6mer', '7mer-1a', '8mer-1a']	0.017098468393596754
miR-585-5p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016956445565303947
miR-4797-3p	64	['6mer', '7mer-1a', '7mer-m8']	0.016789454280608886
miR-5684	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016481497209212846
miR-616-3p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016464164401478677
miR-676-5p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016452631376554918
miR-6503-5p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.016311254790960957
miR-4727-5p	55	['6mer', '7mer-m8']	0.016199099444503397
miR-522-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.015951721333702124
miR-6516-5p	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.015923433785217392
miR-4638-3p	56	['7mer-1a', '7mer-m8']	0.01573371772935136
miR-3680-3p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.014986764734792834
miR-497-3p	87	['6mer', '7mer-1a', '7mer-m8']	0.014549316304172557
miR-548k	86	['6mer', '7mer-1a', '7mer-m8']	0.013945432142714813
miR-203a-5p	66	['6mer', '7mer-m8', '8mer-1a']	0.013875853254479617
miR-521	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.013296937868518271
miR-539-3p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01290270280894342
miR-7110-3p	69	['6mer', '8mer-1a']	0.01271134745715343
miR-577	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.012388802547979597
miR-5003-3p	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.012096247284859219
miR-3130-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.012027868537198377
miR-3064-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.011825348880691361
miR-4775	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.011817692712017835
miR-183-3p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.011720466258819619
miR-514a-5p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.011690529301817588
miR-20b-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010909535226823298
miR-1283	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010833550554331406
miR-518a-5p	93	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010762358601404686
miR-6513-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010574512611182047
miR-643	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.010532348018478405
miR-4536-5p	65	['6mer', '7mer-1a', '8mer-1a']	0.009830757963532333
miR-527	93	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00980378573437401
miR-4703-3p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.009707652881682545
miR-6750-3p	54	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.009527377779027135
miR-3688-3p	54	['6mer', '7mer-1a', '7mer-m8']	0.009145126374409089
miR-4645-3p	50	['6mer', '7mer-1a', '7mer-m8']	0.008767804458055799
miR-187-5p	52	['7mer-1a', '7mer-m8']	0.008754825870174272
miR-581	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00863291162480974
miR-4738-3p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008524029827686692
miR-5706	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008462292204849346
miR-7850-5p	53	['6mer', '7mer-1a', '7mer-m8']	0.008287627782753399
miR-15a-3p	54	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008120446031166623
miR-607	59	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.008063840480123657
miR-219b-3p	74	['6mer', '7mer-1a', '8mer-1a']	0.007847750898652806
miR-2681-5p	59	['6mer', '7mer-1a', '7mer-m8']	0.007700922796311638
miR-6797-3p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.007676506735568019
miR-641	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.007660019492636931
miR-3191-5p	73	['6mer', '7mer-1a', '8mer-1a']	0.00707238653163548
miR-3620-3p	62	['6mer', '7mer-m8']	0.007044374065334293
miR-520g-3p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0069129086846974955
miR-4469	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.006438771523579344
miR-4699-3p	56	['6mer', '7mer-1a', '7mer-m8']	0.006321275626206562
miR-3923	58	['6mer', '7mer-1a', '7mer-m8']	0.006246127014956456
miR-495-5p	60	['6mer', '7mer-1a', '7mer-m8']	0.006233022834266039
miR-190a-3p	55	['7mer-1a', '7mer-m8']	0.006087058929090386
miR-570-3p	56	['6mer', '7mer-1a', '7mer-m8']	0.005970598669278538
miR-4786-3p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005864668596868477
miR-4705	56	['6mer', '7mer-1a', '7mer-m8']	0.005560798999788659
miR-627-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005560142988949285
miR-3163	60	['6mer', '7mer-1a', '7mer-m8']	0.00553011213496802
miR-1179	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005464958613400811
miR-515-5p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005306337347339729
miR-219a-2-3p	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0052342434890041475
miR-4528	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005099218321602856
miR-380-3p	79	['6mer', '7mer-1a', '8mer-1a']	0.005078975718721418
miR-548d-3p	94	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.005051830342108716
miR-3609	53	['6mer', '7mer-m8']	0.004999817220442581
miR-3189-3p	65	['6mer', '7mer-m8', '8mer-1a']	0.004950908891594009
miR-7844-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004901134557764163
miR-3617-3p	69	['6mer', '7mer-1a', '7mer-m8']	0.004874969217206096
miR-1181	68	['6mer', '8mer-1a']	0.0047610822161259945
miR-1276	54	['6mer', '7mer-1a', '8mer-1a']	0.004742156665234854
miR-548ba	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0047144662036155745
miR-548aw	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0045602138176439435
miR-410-5p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004550434885802941
miR-4691-3p	54	['6mer', '7mer-1a', '7mer-m8']	0.0045406300558591675
miR-3622b-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004395891879036199
miR-4709-5p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00429305151985398
miR-4762-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.004182830524588748
miR-6792-3p	66	['6mer', '7mer-m8', '8mer-1a']	0.004067207097942878
miR-4679	73	['6mer', '7mer-1a', '7mer-m8']	0.003992826296955139
miR-6818-5p	74	['6mer', '7mer-1a', '8mer-1a']	0.0039862307533908205
miR-219b-5p	53	['6mer', '7mer-1a', '7mer-m8']	0.003920203424106048
miR-548f-3p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0038436289098818677
miR-548e-5p	81	['6mer', '7mer-1a', '7mer-m8']	0.0037809259813887247
miR-3664-5p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0036915773518799372
miR-6875-3p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0036470090811141142
miR-892a	52	['7mer-1a', '7mer-m8']	0.0035952744474926405
miR-371b-5p	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0035207416625844816
miR-6874-5p	50	['6mer', '7mer-m8', '8mer-1a']	0.0034986257837516187
miR-494-5p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.003495684654737689
miR-4717-3p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00345971554934893
miR-323a-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0033556630966182946
miR-4658	78	['6mer', '7mer-1a', '8mer-1a']	0.0033311115535041074
miR-7109-3p	57	['6mer', '7mer-m8']	0.003166026884217251
miR-3911	69	['7mer-1a', '7mer-m8', '8mer-1a']	0.0031124458766245916
miR-4748	61	['6mer', '7mer-1a', '7mer-m8']	0.0030721915367202183
miR-548t-5p	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0030714862235990603
miR-1305	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00304646764398706
miR-373-3p	74	['6mer', '7mer-1a', '8mer-1a']	0.0030372269501845184
miR-4690-5p	68	['6mer', '7mer-1a', '8mer-1a']	0.003014373175746484
miR-3143	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002916370772029726
miR-4756-3p	64	['6mer', '7mer-1a', '7mer-m8']	0.002802124634396904
miR-6715b-3p	50	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002802124634396904
miR-597-3p	72	['6mer', '7mer-1a', '8mer-1a']	0.002784089260460647
miR-524-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0027465237349366665
miR-4501	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0027405722464969415
miR-4795-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002688340493678929
miR-3161	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002687002807685629
miR-2276-3p	68	['6mer', '7mer-1a', '8mer-1a']	0.002660627338275053
miR-548n	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002631384891388025
miR-1-5p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0025436365768483345
miR-548ay-3p	62	['6mer', '7mer-1a']	0.0025154507732189045
miR-6884-3p	59	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002488347373535509
miR-6507-3p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002426023929594787
miR-548l	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0024242492924098206
miR-4659a-3p	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.002401419684896271
miR-507	67	['6mer', '7mer-1a', '7mer-m8']	0.0023003227782053184
miR-5582-3p	76	['6mer', '7mer-1a', '7mer-m8']	0.002253192426428718
miR-3662	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0022402024334696254
