Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	Locus_start	Locus_end	Protein_start	Protein_end
HKU1	miR-802	3056	3062	3056	3062	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3086	3092	3086	3092	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3116	3122	3116	3122	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3146	3152	3146	3152	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3176	3182	3176	3182	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3206	3212	3206	3212	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3236	3242	3236	3242	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3266	3272	3266	3272	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3296	3302	3296	3302	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3326	3332	3326	3332	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3356	3362	3356	3362	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3386	3392	3386	3392	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3416	3422	3416	3422	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3446	3452	3446	3452	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3476	3482	3476	3482	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3506	3512	3506	3512	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	3806	3812	3806	3812	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	5172	5177	5172	5177	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	5208	5213	5208	5213	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	7592	7598	7592	7598	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	7740	7745	7740	7745	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	7904	7911	7904	7911	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	8424	8430	8424	8430	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	8592	8597	8592	8597	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	9555	9560	9555	9560	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	16455	16460	16455	16460	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	2094	2099	2094	2099	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	2378	2384	2378	2384	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	2623	2629	2623	2629	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-802	9880	9885	9880	9885	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	10147	10154	10147	10154	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	10289	10294	10289	10294	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	10916	10921	10916	10921	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	12928	12935	12928	12935	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	14219	14225	14219	14225	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	15981	15987	15981	15987	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	16615	16621	16615	16621	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	19392	19398	19392	19398	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	20128	20133	20128	20133	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	20200	20205	20200	20205	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	2074	2079	2074	2079	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	2147	2152	2147	2152	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	21953	21959	21953	21959	7mer-1a	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-6512-5p	22099	22106	22099	22106	8mer-1a	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-6512-5p	2305	2311	2305	2311	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	23238	23245	23238	23245	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	23367	23373	23367	23373	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	24730	24736	24730	24736	7mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	25491	25497	25491	25497	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	25773	25780	25773	25780	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	25914	25920	25914	25920	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	26002	26007	26002	26007	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	26187	26193	26187	26193	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	26328	26335	26328	26335	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	3649	3655	3649	3655	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	3947	3952	3947	3952	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	5418	5423	5418	5423	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	5791	5797	5791	5797	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	6109	6114	6109	6114	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	6151	6158	6151	6158	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	702	707	702	707	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	7267	7274	7267	7274	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	7747	7753	7747	7753	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8170	8177	8170	8177	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8510	8515	8510	8515	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8860	8866	8860	8866	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8928	8934	8928	8934	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	9301	9307	9301	9307	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	10147	10154	10147	10154	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	10289	10294	10289	10294	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	10916	10921	10916	10921	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	12928	12935	12928	12935	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	14219	14225	14219	14225	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	15981	15987	15981	15987	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	16615	16621	16615	16621	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	19392	19398	19392	19398	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	20128	20133	20128	20133	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	20200	20205	20200	20205	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	2074	2079	2074	2079	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	2147	2152	2147	2152	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	21953	21959	21953	21959	7mer-1a	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-6512-5p	22099	22106	22099	22106	8mer-1a	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-6512-5p	2305	2311	2305	2311	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	23238	23245	23238	23245	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	23367	23373	23367	23373	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	24730	24736	24730	24736	7mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	25491	25497	25491	25497	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	25773	25780	25773	25780	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	25914	25920	25914	25920	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	26002	26007	26002	26007	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	26187	26193	26187	26193	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	26328	26335	26328	26335	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-6512-5p	3649	3655	3649	3655	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	3947	3952	3947	3952	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	5418	5423	5418	5423	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	5791	5797	5791	5797	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	6109	6114	6109	6114	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	6151	6158	6151	6158	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	702	707	702	707	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	7267	7274	7267	7274	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	7747	7753	7747	7753	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8170	8177	8170	8177	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8510	8515	8510	8515	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8860	8866	8860	8866	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	8928	8934	8928	8934	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-6512-5p	9301	9307	9301	9307	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	11308	11313	11308	11313	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	11358	11365	11358	11365	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	11606	11612	11606	11612	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	11704	11709	11704	11709	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	11750	11756	11750	11756	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	13090	13095	13090	13095	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	13243	13249	13243	13249	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	14337	14343	14337	14343	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	1439	1445	1439	1445	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	16044	16050	16044	16050	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	16277	16282	16277	16282	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	16753	16758	16753	16758	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	16847	16852	16847	16852	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	18096	18102	18096	18102	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	18535	18540	18535	18540	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	19246	19251	19246	19251	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	19853	19858	19853	19858	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	20575	20580	20575	20580	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	21183	21188	21183	21188	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	21583	21588	21583	21588	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	21779	21785	21779	21785	7mer-m8	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	21788	21793	21788	21793	6mer	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	21796	21801	21796	21801	6mer	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	21860	21865	21860	21865	6mer	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	21921	21927	21921	21927	7mer-m8	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22043	22049	22043	22049	7mer-m8	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22291	22296	22291	22296	6mer	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22318	22324	22318	22324	7mer-1a	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22618	22623	22618	22623	6mer	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22683	22688	22683	22688	6mer	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22847	22853	22847	22853	7mer-m8	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22900	22906	22900	22906	7mer-m8	x	0	100	HE	HE	hemagglutinin-esterase glycoprotein	hemagglutinin-esterase glycoprotein
HKU1	miR-5692a	22951	22957	22951	22957	7mer-m8	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	22958	22963	22958	22963	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	23106	23112	23106	23112	7mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	23124	23131	23124	23131	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	23136	23141	23136	23141	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	23608	23614	23608	23614	7mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	2404	2409	2404	2409	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	24722	24727	24722	24727	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	25399	25404	25399	25404	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	26091	26098	26091	26098	8mer-1a	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	26607	26612	26607	26612	6mer	x	0	100	S	S	spike glycoprotein	spike glycoprotein
HKU1	miR-5692a	27045	27051	27045	27051	7mer-1a	x	0	100		orf4		non-structural protein
HKU1	miR-5692a	27382	27387	27382	27387	6mer	x	0	100	E	E	small membrane protein	small membrane protein
HKU1	miR-5692a	27433	27438	27433	27438	6mer	x	0	100	E	E	small membrane protein	small membrane protein
HKU1	miR-5692a	27443	27448	27443	27448	6mer	x	0	100	E	E	small membrane protein	small membrane protein
HKU1	miR-5692a	27523	27529	27523	27529	7mer-m8	x	0	100	E	E	small membrane protein	small membrane protein
HKU1	miR-5692a	27608	27615	27608	27615	8mer-1a	x	0	100	E	E	small membrane protein	small membrane protein
HKU1	miR-5692a	27891	27897	27891	27897	7mer-m8	x	0	100	M	M	membrane glycoprotein	membrane glycoprotein
HKU1	miR-5692a	27917	27922	27917	27922	6mer	x	0	100	M	M	membrane glycoprotein	membrane glycoprotein
HKU1	miR-5692a	2902	2908	2902	2908	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	2906	2911	2906	2911	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	3801	3808	3801	3808	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	4057	4063	4057	4063	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	4950	4956	4950	4956	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	5703	5708	5703	5708	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	6087	6093	6087	6093	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	6379	6384	6379	6384	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	6414	6419	6414	6419	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	6457	6462	6457	6462	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	6915	6921	6915	6921	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	7119	7124	7119	7124	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
HKU1	miR-5692a	7367	7372	7367	7372	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein	orf1ab polyprotein
