Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	Locus_start	Locus_end	Protein_start	Protein_end
MERS	miR-4477a	15656	15663	15656	15663	8mer-1a	x	0	97	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-4477a	16524	16529	16524	16529	6mer	x	0	97	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-4477a	17670	17675	17670	17675	6mer	x	0	97	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-4477a	21072	21078	21072	21078	7mer-1a	x	0	97	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-4477a	23772	23778	23772	23778	7mer-m8	x	0	97	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-4477a	2403	2410	2403	2410	8mer-1a	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-4477a	24277	24282	24277	24282	6mer	x	0	97	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-4477a	25053	25059	25053	25059	7mer-m8	x	0	97	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-4477a	25219	25224	25219	25224	6mer	x	0	97	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-4477a	28819	28824	28819	28824	6mer	x	0	97	orf8b	orf8b	ORF8b protein	ORF8b protein
MERS	miR-4477a	5893	5899	5893	5899	7mer-1a	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-4477a	6081	6088	6081	6088	8mer-1a	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-4477a	7981	7986	7981	7986	6mer	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-4477a	9264	9270	9264	9270	7mer-m8	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-4477a	9421	9427	9421	9427	7mer-1a	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-4477a	9489	9495	9489	9495	7mer-m8	x	0	97	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	10191	10197	10191	10197	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	13711	13716	13711	13716	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	13899	13905	13899	13905	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14062	14067	14062	14067	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14188	14193	14188	14193	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14230	14235	14230	14235	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14577	14583	14577	14583	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14671	14676	14671	14676	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	15585	15591	15585	15591	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	20475	20480	20475	20480	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	20896	20902	20896	20902	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	21336	21343	21336	21343	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	22267	22273	22267	22273	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22481	22486	22481	22486	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22604	22609	22604	22609	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22718	22723	22718	22723	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22777	22782	22777	22782	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22890	22896	22890	22896	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	28536	28542	28536	28542	7mer-m8	x	0	96				
MERS	miR-551b-5p	30100	30105	30100	30105	6mer	x	0	96				
MERS	miR-551b-5p	3073	3080	3073	3080	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	5080	5087	5080	5087	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	54	60	54	60	7mer-m8	x	0	96				
MERS	miR-551b-5p	5504	5509	5504	5509	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	6754	6761	6754	6761	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	9293	9298	9293	9298	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	10191	10197	10191	10197	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	13711	13716	13711	13716	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	13899	13905	13899	13905	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14062	14067	14062	14067	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14188	14193	14188	14193	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14230	14235	14230	14235	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14577	14583	14577	14583	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	14671	14676	14671	14676	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	15585	15591	15585	15591	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	20475	20480	20475	20480	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	20896	20902	20896	20902	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	21336	21343	21336	21343	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-551b-5p	22267	22273	22267	22273	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22481	22486	22481	22486	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22604	22609	22604	22609	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22718	22723	22718	22723	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22777	22782	22777	22782	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	22890	22896	22890	22896	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-551b-5p	28536	28542	28536	28542	7mer-m8	x	0	96				
MERS	miR-551b-5p	30100	30105	30100	30105	6mer	x	0	96				
MERS	miR-551b-5p	3073	3080	3073	3080	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	5080	5087	5080	5087	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	54	60	54	60	7mer-m8	x	0	96				
MERS	miR-551b-5p	5504	5509	5504	5509	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	6754	6761	6754	6761	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-551b-5p	9293	9298	9293	9298	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	10063	10069	10063	10069	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	11307	11313	11307	11313	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	11788	11795	11788	11795	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	12404	12410	12404	12410	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	13793	13800	13793	13800	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	15590	15595	15590	15595	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	16224	16229	16224	16229	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	16469	16475	16469	16475	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	19179	19184	19179	19184	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	19244	19249	19244	19249	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	19693	19698	19693	19698	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	20010	20016	20010	20016	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	20095	20102	20095	20102	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	21541	21547	21541	21547	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-381-3p	22007	22012	22007	22012	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-381-3p	24944	24950	24944	24950	7mer-1a	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-381-3p	25656	25662	25656	25662	7mer-m8	x	0	96	orf3	orf3	NS3 protein	NS3 protein
MERS	miR-381-3p	27760	27767	27760	27767	8mer-1a	x	0	96	E	E	envelope protein	envelope protein
MERS	miR-381-3p	5844	5850	5844	5850	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	6342	6347	6342	6347	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	6551	6557	6551	6557	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	6857	6863	6857	6863	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	9092	9098	9092	9098	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	9218	9223	9218	9223	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	10063	10069	10063	10069	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	11307	11313	11307	11313	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	11788	11795	11788	11795	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	12404	12410	12404	12410	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	13793	13800	13793	13800	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	15590	15595	15590	15595	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	16224	16229	16224	16229	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	16469	16475	16469	16475	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	19179	19184	19179	19184	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	19244	19249	19244	19249	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	19693	19698	19693	19698	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	20010	20016	20010	20016	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	20095	20102	20095	20102	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-381-3p	21541	21547	21541	21547	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-381-3p	22007	22012	22007	22012	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-381-3p	24944	24950	24944	24950	7mer-1a	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-381-3p	25656	25662	25656	25662	7mer-m8	x	0	96	orf3	orf3	NS3 protein	NS3 protein
MERS	miR-381-3p	27760	27767	27760	27767	8mer-1a	x	0	96	E	E	envelope protein	envelope protein
MERS	miR-381-3p	5844	5850	5844	5850	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	6342	6347	6342	6347	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	6551	6557	6551	6557	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	6857	6863	6857	6863	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	9092	9098	9092	9098	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-381-3p	9218	9223	9218	9223	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	10631	10636	10631	10636	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	10903	10909	10903	10909	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	11909	11915	11909	11915	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	12188	12193	12188	12193	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	12563	12568	12563	12568	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	12920	12926	12920	12926	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13037	13042	13037	13042	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13112	13117	13112	13117	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13157	13163	13157	13163	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13978	13984	13978	13984	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	14893	14898	14893	14898	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	16944	16951	16944	16951	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	18395	18401	18395	18401	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	19248	19254	19248	19254	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	19600	19606	19600	19606	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	19896	19902	19896	19902	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	20071	20077	20071	20077	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	2024	2029	2024	2029	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	21487	21492	21487	21492	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-302c-5p	21530	21535	21530	21535	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-302c-5p	23606	23611	23606	23611	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-302c-5p	24274	24280	24274	24280	7mer-m8	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-302c-5p	24956	24961	24956	24961	6mer	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-302c-5p	25271	25277	25271	25277	7mer-1a	x	0	96	S	S	spike glycoprotein	spike glycoprotein
MERS	miR-302c-5p	26025	26030	26025	26030	6mer	x	0	96	orf4a	orf4a	NS4A protein	NS4A protein
MERS	miR-302c-5p	28910	28915	28910	28915	6mer	x	0	96	orf8b	orf8b	ORF8b protein	ORF8b protein
MERS	miR-302c-5p	29791	29797	29791	29797	7mer-m8	x	0	96	N	N	nucleoprotein	nucleoprotein
MERS	miR-302c-5p	29982	29989	29982	29989	8mer-1a	x	0	96				
MERS	miR-302c-5p	3038	3044	3038	3044	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	3566	3572	3566	3572	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	5752	5758	5752	5758	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	7979	7984	7979	7984	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	8230	8237	8230	8237	8mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	10631	10636	10631	10636	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	10903	10909	10903	10909	7mer-m8	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	11909	11915	11909	11915	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	12188	12193	12188	12193	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	12563	12568	12563	12568	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	12920	12926	12920	12926	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13037	13042	13037	13042	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13112	13117	13112	13117	6mer	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13157	13163	13157	13163	7mer-1a	x	0	96	orf1ab	orf1ab	1A polyprotein	1A polyprotein
MERS	miR-302c-5p	13978	13984	13978	13984	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	14893	14898	14893	14898	6mer	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	16944	16951	16944	16951	8mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	18395	18401	18395	18401	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	19248	19254	19248	19254	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	19600	19606	19600	19606	7mer-1a	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
MERS	miR-302c-5p	19896	19902	19896	19902	7mer-m8	x	0	96	orf1ab	orf1ab	1ab polyprotein	1ab polyprotein
