Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	Locus_start	Locus_end	Protein_start	Protein_end
SARS	miR-195-5p	27587	27593	27587	27593	7mer-m8	x	0	100	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-195-5p	28787	28794	28787	28794	8mer-1a	x	0	100	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-195-5p	28872	28878	28872	28878	7mer-m8	x	0	100	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-195-5p	3375	3382	3375	3382	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	5313	5320	5313	5320	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	6484	6489	6484	6489	6mer	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	6936	6942	6936	6942	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	8758	8764	8758	8764	7mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	8940	8946	8940	8946	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	9429	9436	9429	9436	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-195-5p	9727	9732	9727	9732	6mer	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	10611	10617	10611	10617	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	10779	10785	10779	10785	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	10794	10799	10794	10799	6mer	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	11072	11078	11072	11078	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	11304	11311	11304	11311	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	11563	11569	11563	11569	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	11566	11573	11566	11573	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	12934	12940	12934	12940	7mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	14124	14129	14124	14129	6mer	x	0	100	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-16-5p	14492	14498	14492	14498	7mer-m8	x	0	100	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-16-5p	14712	14718	14712	14718	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-16-5p	1508	1514	1508	1514	7mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	16251	16258	16251	16258	8mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-16-5p	1882	1887	1882	1887	6mer	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	19788	19794	19788	19794	7mer-1a	x	0	100	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-16-5p	23747	23753	23747	23753	7mer-m8	x	0	100	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-16-5p	24059	24065	24059	24065	7mer-m8	x	0	100	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-16-5p	24111	24116	24111	24116	6mer	x	0	100	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-16-5p	24480	24485	24480	24485	6mer	x	0	100	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-16-5p	24509	24516	24509	24516	8mer-1a	x	0	100	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-16-5p	25518	25525	25518	25525	8mer-1a	x	0	100	sars3a	sars3a	hypothetical protein sars3a	hypothetical protein sars3a
SARS	miR-16-5p	26595	26601	26595	26601	7mer-m8	x	0	100	M	M	matrix protein	matrix protein
SARS	miR-16-5p	27587	27593	27587	27593	7mer-m8	x	0	100	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-16-5p	28787	28794	28787	28794	8mer-1a	x	0	100	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-16-5p	28872	28878	28872	28878	7mer-m8	x	0	100	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-16-5p	3375	3382	3375	3382	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	5313	5320	5313	5320	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	6484	6489	6484	6489	6mer	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	6936	6942	6936	6942	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	8758	8764	8758	8764	7mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	8940	8946	8940	8946	7mer-m8	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	9429	9436	9429	9436	8mer-1a	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-16-5p	9727	9732	9727	9732	6mer	x	0	100	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	10611	10617	10611	10617	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	10779	10785	10779	10785	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	10794	10799	10794	10799	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	11072	11078	11072	11078	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	11304	11311	11304	11311	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	11563	11569	11563	11569	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	11566	11573	11566	11573	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	12934	12940	12934	12940	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	14124	14129	14124	14129	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-497-5p	14492	14498	14492	14498	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-497-5p	14712	14718	14712	14718	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-497-5p	1508	1514	1508	1514	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	16251	16258	16251	16258	8mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-497-5p	1882	1887	1882	1887	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	19788	19794	19788	19794	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-497-5p	23747	23753	23747	23753	7mer-m8	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-497-5p	24059	24065	24059	24065	7mer-m8	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-497-5p	24111	24116	24111	24116	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-497-5p	24480	24485	24480	24485	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-497-5p	24509	24516	24509	24516	8mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-497-5p	25518	25525	25518	25525	8mer-1a	x	0	99	sars3a	sars3a	hypothetical protein sars3a	hypothetical protein sars3a
SARS	miR-497-5p	26595	26601	26595	26601	7mer-m8	x	0	99	M	M	matrix protein	matrix protein
SARS	miR-497-5p	27587	27593	27587	27593	7mer-m8	x	0	99	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-497-5p	28787	28794	28787	28794	8mer-1a	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-497-5p	28872	28878	28872	28878	7mer-m8	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-497-5p	3375	3382	3375	3382	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	5313	5320	5313	5320	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	6484	6489	6484	6489	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	6936	6942	6936	6942	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	8758	8764	8758	8764	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	8940	8946	8940	8946	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	9429	9436	9429	9436	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-497-5p	9727	9732	9727	9732	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	14089	14094	14089	14094	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14125	14131	14125	14131	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14144	14149	14144	14149	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14179	14185	14179	14185	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14494	14500	14494	14500	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	1548	1553	1548	1553	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	16001	16006	16001	16006	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	17266	17272	17266	17272	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	17398	17403	17398	17403	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	17500	17507	17500	17507	8mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	18935	18940	18935	18940	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	20522	20528	20522	20528	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	21119	21124	21119	21124	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	22340	22346	22340	22346	7mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	22538	22543	22538	22543	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	22706	22711	22706	22711	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	23537	23542	23537	23542	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	23749	23756	23749	23756	8mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	24481	24488	24481	24488	8mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	27419	27424	27419	27424	6mer	x	0	99	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-4291	27473	27478	27473	27478	6mer	x	0	99	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-4291	28874	28880	28874	28880	7mer-m8	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-4291	29176	29183	29176	29183	8mer-1a	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-4291	29366	29372	29366	29372	7mer-m8	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-4291	3960	3965	3960	3965	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	4335	4341	4335	4341	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	4998	5003	4998	5003	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	5627	5633	5627	5633	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	6006	6011	6006	6011	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	8813	8818	8813	8818	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	8942	8948	8942	8948	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	9135	9140	9135	9140	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	9930	9935	9930	9935	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	14089	14094	14089	14094	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14125	14131	14125	14131	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14144	14149	14144	14149	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14179	14185	14179	14185	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	14494	14500	14494	14500	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	1548	1553	1548	1553	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	16001	16006	16001	16006	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	17266	17272	17266	17272	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	17398	17403	17398	17403	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	17500	17507	17500	17507	8mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	18935	18940	18935	18940	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	20522	20528	20522	20528	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	21119	21124	21119	21124	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-4291	22340	22346	22340	22346	7mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	22538	22543	22538	22543	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	22706	22711	22706	22711	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	23537	23542	23537	23542	6mer	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	23749	23756	23749	23756	8mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	24481	24488	24481	24488	8mer-1a	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-4291	27419	27424	27419	27424	6mer	x	0	99	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-4291	27473	27478	27473	27478	6mer	x	0	99	sars7a	sars7a	hypothetical protein sars7a	hypothetical protein sars7a
SARS	miR-4291	28874	28880	28874	28880	7mer-m8	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-4291	29176	29183	29176	29183	8mer-1a	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-4291	29366	29372	29366	29372	7mer-m8	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
SARS	miR-4291	3960	3965	3960	3965	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	4335	4341	4335	4341	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	4998	5003	4998	5003	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	5627	5633	5627	5633	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	6006	6011	6006	6011	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	8813	8818	8813	8818	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	8942	8948	8942	8948	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	9135	9140	9135	9140	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-4291	9930	9935	9930	9935	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	10611	10617	10611	10617	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	10779	10785	10779	10785	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	10794	10799	10794	10799	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	11072	11078	11072	11078	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	11304	11311	11304	11311	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	11563	11569	11563	11569	7mer-m8	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	11566	11573	11566	11573	8mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	12934	12940	12934	12940	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	14124	14129	14124	14129	6mer	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-424-5p	14492	14498	14492	14498	7mer-m8	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-424-5p	14712	14718	14712	14718	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-424-5p	1508	1514	1508	1514	7mer-1a	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	16251	16258	16251	16258	8mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-424-5p	1882	1887	1882	1887	6mer	x	0	99	orf1ab	orf1ab	orf1a polyprotein (pp1a)	orf1a polyprotein (pp1a)
SARS	miR-424-5p	19788	19794	19788	19794	7mer-1a	x	0	99	orf1ab	orf1ab	orf1ab polyprotein (pp1ab)	orf1ab polyprotein (pp1ab)
SARS	miR-424-5p	23747	23753	23747	23753	7mer-m8	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
SARS	miR-424-5p	24059	24065	24059	24065	7mer-m8	x	0	99	S	S	E2 glycoprotein precursor	E2 glycoprotein precursor
