Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	Locus_start	Locus_end	Protein_start	Protein_end
NL63	miR-7159-5p	21730	21736	21730	21736	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	22828	22834	22828	22834	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	23135	23140	23135	23140	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	23141	23146	23141	23146	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	23915	23920	23915	23920	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24083	24088	24083	24088	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24269	24275	24269	24275	7mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24311	24316	24311	24316	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24399	24405	24399	24405	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	2439	2444	2439	2444	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	2475	2482	2475	2482	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	25890	25896	25890	25896	7mer-m8	x	0	100	M	M	Membrane protein	Membrane protein
NL63	miR-7159-5p	26339	26344	26339	26344	6mer	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-7159-5p	26542	26548	26542	26548	7mer-m8	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-7159-5p	26936	26941	26936	26941	6mer	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-7159-5p	2821	2827	2821	2827	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	2853	2860	2853	2860	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	3019	3025	3019	3025	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	3285	3292	3285	3292	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	3324	3330	3324	3330	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4011	4017	4011	4017	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4018	4023	4018	4023	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4353	4360	4353	4360	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4570	4575	4570	4575	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4797	4803	4797	4803	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	5076	5082	5076	5082	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	5128	5133	5128	5133	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	7195	7200	7195	7200	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	7228	7233	7228	7233	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	8368	8373	8368	8373	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9139	9144	9139	9144	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9571	9576	9571	9576	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9737	9744	9737	9744	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9781	9786	9781	9786	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9835	9840	9835	9840	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9877	9883	9877	9883	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	10945	10950	10945	10950	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	11404	11410	11404	11410	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	11626	11632	11626	11632	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	12070	12075	12070	12075	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	12418	12423	12418	12423	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	14223	14229	14223	14229	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	14607	14613	14607	14613	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	14927	14933	14927	14933	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	15501	15507	15501	15507	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	16137	16142	16137	16142	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	16455	16460	16455	16460	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	16794	16799	16794	16799	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	17256	17262	17256	17262	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	17850	17855	17850	17855	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	18129	18134	18129	18134	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	18435	18440	18435	18440	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	18591	18596	18591	18596	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	18651	18656	18651	18656	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	18995	19001	18995	19001	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	19038	19044	19038	19044	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	1920	1926	1920	1926	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	19279	19285	19279	19285	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	21346	21352	21346	21352	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	2152	2157	2152	2157	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	21730	21736	21730	21736	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	22828	22834	22828	22834	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	23135	23140	23135	23140	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	23141	23146	23141	23146	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	23915	23920	23915	23920	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24083	24088	24083	24088	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24269	24275	24269	24275	7mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24311	24316	24311	24316	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	24399	24405	24399	24405	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-7159-5p	2439	2444	2439	2444	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	2475	2482	2475	2482	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	25890	25896	25890	25896	7mer-m8	x	0	100	M	M	Membrane protein	Membrane protein
NL63	miR-7159-5p	26339	26344	26339	26344	6mer	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-7159-5p	26542	26548	26542	26548	7mer-m8	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-7159-5p	26936	26941	26936	26941	6mer	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-7159-5p	2821	2827	2821	2827	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	2853	2860	2853	2860	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	3019	3025	3019	3025	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	3285	3292	3285	3292	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	3324	3330	3324	3330	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4011	4017	4011	4017	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4018	4023	4018	4023	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4353	4360	4353	4360	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4570	4575	4570	4575	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	4797	4803	4797	4803	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	5076	5082	5076	5082	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	5128	5133	5128	5133	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	7195	7200	7195	7200	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	7228	7233	7228	7233	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	8368	8373	8368	8373	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9139	9144	9139	9144	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9571	9576	9571	9576	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9737	9744	9737	9744	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9781	9786	9781	9786	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9835	9840	9835	9840	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-7159-5p	9877	9883	9877	9883	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	11911	11917	11911	11917	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	12148	12154	12148	12154	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	12160	12166	12160	12166	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	13032	13039	13032	13039	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	13732	13737	13732	13737	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	14406	14412	14406	14412	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	1615	1621	1615	1621	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	16648	16653	16648	16653	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	17323	17328	17323	17328	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	18020	18026	18020	18026	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	18207	18213	18207	18213	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	19000	19006	19000	19006	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	19078	19083	19078	19083	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	20028	20034	20028	20034	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	20427	20433	20427	20433	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	20652	20657	20652	20657	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21101	21107	21101	21107	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21152	21158	21152	21158	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21188	21194	21188	21194	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21629	21635	21629	21635	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21998	22005	21998	22005	8mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	22625	22631	22625	22631	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	22727	22734	22727	22734	8mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	22853	22860	22853	22860	8mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	23212	23218	23212	23218	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	23972	23978	23972	23978	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	25126	25132	25126	25132	7mer-m8	x	0	100	P3	P3	protein 3	protein 3
NL63	miR-6512-5p	25224	25230	25224	25230	7mer-1a	x	0	100	E	E	Envelope protein	Envelope protein
NL63	miR-6512-5p	2536	2542	2536	2542	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	2602	2608	2602	2608	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	26931	26936	26931	26936	6mer	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-6512-5p	27354	27360	27354	27360	7mer-1a	x	0	100				
NL63	miR-6512-5p	2941	2947	2941	2947	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	3274	3280	3274	3280	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	4249	4255	4249	4255	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	4385	4391	4385	4391	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	4717	4724	4717	4724	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	5746	5753	5746	5753	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	6748	6755	6748	6755	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	6781	6787	6781	6787	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	6862	6868	6862	6868	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	7204	7210	7204	7210	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	7805	7810	7805	7810	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	8346	8352	8346	8352	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	9310	9316	9310	9316	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	959	965	959	965	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	9743	9748	9743	9748	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	9811	9817	9811	9817	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	11911	11917	11911	11917	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	12148	12154	12148	12154	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	12160	12166	12160	12166	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	13032	13039	13032	13039	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	13732	13737	13732	13737	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	14406	14412	14406	14412	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	1615	1621	1615	1621	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	16648	16653	16648	16653	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	17323	17328	17323	17328	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	18020	18026	18020	18026	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	18207	18213	18207	18213	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	19000	19006	19000	19006	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	19078	19083	19078	19083	6mer	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	20028	20034	20028	20034	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	20427	20433	20427	20433	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	20652	20657	20652	20657	6mer	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21101	21107	21101	21107	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21152	21158	21152	21158	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21188	21194	21188	21194	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21629	21635	21629	21635	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	21998	22005	21998	22005	8mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	22625	22631	22625	22631	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	22727	22734	22727	22734	8mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	22853	22860	22853	22860	8mer-1a	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	23212	23218	23212	23218	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	23972	23978	23972	23978	7mer-m8	x	0	100	S	S	Spike protein	Spike protein
NL63	miR-6512-5p	25126	25132	25126	25132	7mer-m8	x	0	100	P3	P3	protein 3	protein 3
NL63	miR-6512-5p	25224	25230	25224	25230	7mer-1a	x	0	100	E	E	Envelope protein	Envelope protein
NL63	miR-6512-5p	2536	2542	2536	2542	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	2602	2608	2602	2608	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	26931	26936	26931	26936	6mer	x	0	100	N	N	Nucleocapsid protein	Nucleocapsid protein
NL63	miR-6512-5p	27354	27360	27354	27360	7mer-1a	x	0	100				
NL63	miR-6512-5p	2941	2947	2941	2947	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	3274	3280	3274	3280	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	4249	4255	4249	4255	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	4385	4391	4385	4391	7mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	4717	4724	4717	4724	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	5746	5753	5746	5753	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	6748	6755	6748	6755	8mer-1a	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
NL63	miR-6512-5p	6781	6787	6781	6787	7mer-m8	x	0	100	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
