Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	Locus_start	Locus_end	Protein_start	Protein_end
SARS-2	miR-195-5p	20937	20942	20937	20942	6mer	x	0	99	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-195-5p	24094	24101	24094	24101	8mer-1a	x	0	99	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-195-5p	24634	24641	24634	24641	8mer-1a	x	0	99	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-195-5p	25683	25689	25683	25689	7mer-m8	x	0	99	ORF3a	ORF3a	ORF3a protein	ORF3a protein
SARS-2	miR-195-5p	26723	26729	26723	26729	7mer-m8	x	0	99	M	M	membrane glycoprotein	membrane glycoprotein
SARS-2	miR-195-5p	28921	28927	28921	28927	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-195-5p	28935	28941	28935	28941	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-195-5p	28938	28944	28938	28944	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-195-5p	29023	29029	29023	29029	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-195-5p	3163	3169	3163	3169	7mer-m8	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	4649	4654	4649	4654	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	5384	5390	5384	5390	7mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	6554	6559	6554	6559	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	6647	6652	6647	6652	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	7007	7012	7007	7012	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	8458	8465	8458	8465	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	8614	8621	8614	8621	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	9011	9016	9011	9016	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-195-5p	9950	9955	9950	9955	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	10682	10687	10682	10687	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	13090	13097	13090	13097	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	14562	14568	14562	14568	7mer-m8	x	0	99	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-16-5p	14584	14589	14584	14589	6mer	x	0	99	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-16-5p	14781	14788	14781	14788	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-16-5p	1883	1888	1883	1888	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	189	194	189	194	6mer	x	0	99				
SARS-2	miR-16-5p	19857	19864	19857	19864	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-16-5p	20937	20942	20937	20942	6mer	x	0	99	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-16-5p	24094	24101	24094	24101	8mer-1a	x	0	99	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-16-5p	24634	24641	24634	24641	8mer-1a	x	0	99	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-16-5p	25683	25689	25683	25689	7mer-m8	x	0	99	ORF3a	ORF3a	ORF3a protein	ORF3a protein
SARS-2	miR-16-5p	26723	26729	26723	26729	7mer-m8	x	0	99	M	M	membrane glycoprotein	membrane glycoprotein
SARS-2	miR-16-5p	28921	28927	28921	28927	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-16-5p	28935	28941	28935	28941	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-16-5p	28938	28944	28938	28944	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-16-5p	29023	29029	29023	29029	7mer-m8	x	0	99	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-16-5p	3163	3169	3163	3169	7mer-m8	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	4649	4654	4649	4654	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	5384	5390	5384	5390	7mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	6554	6559	6554	6559	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	6647	6652	6647	6652	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	7007	7012	7007	7012	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	8458	8465	8458	8465	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	8614	8621	8614	8621	8mer-1a	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	9011	9016	9011	9016	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-16-5p	9950	9955	9950	9955	6mer	x	0	99	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	10682	10687	10682	10687	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	13090	13097	13090	13097	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	14562	14568	14562	14568	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-497-5p	14584	14589	14584	14589	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-497-5p	14781	14788	14781	14788	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-497-5p	1883	1888	1883	1888	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	189	194	189	194	6mer	x	0	98				
SARS-2	miR-497-5p	19857	19864	19857	19864	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-497-5p	20937	20942	20937	20942	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-497-5p	24094	24101	24094	24101	8mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-497-5p	24634	24641	24634	24641	8mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-497-5p	25683	25689	25683	25689	7mer-m8	x	0	98	ORF3a	ORF3a	ORF3a protein	ORF3a protein
SARS-2	miR-497-5p	26723	26729	26723	26729	7mer-m8	x	0	98	M	M	membrane glycoprotein	membrane glycoprotein
SARS-2	miR-497-5p	28921	28927	28921	28927	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-497-5p	28935	28941	28935	28941	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-497-5p	28938	28944	28938	28944	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-497-5p	29023	29029	29023	29029	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-497-5p	3163	3169	3163	3169	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	4649	4654	4649	4654	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	5384	5390	5384	5390	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	6554	6559	6554	6559	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	6647	6652	6647	6652	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	7007	7012	7007	7012	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	8458	8465	8458	8465	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	8614	8621	8614	8621	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	9011	9016	9011	9016	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-497-5p	9950	9955	9950	9955	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	10682	10687	10682	10687	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	13090	13097	13090	13097	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	14562	14568	14562	14568	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-424-5p	14584	14589	14584	14589	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-424-5p	14781	14788	14781	14788	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-424-5p	1883	1888	1883	1888	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	189	194	189	194	6mer	x	0	98				
SARS-2	miR-424-5p	19857	19864	19857	19864	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-424-5p	20937	20942	20937	20942	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-424-5p	24094	24101	24094	24101	8mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-424-5p	24634	24641	24634	24641	8mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-424-5p	25683	25689	25683	25689	7mer-m8	x	0	98	ORF3a	ORF3a	ORF3a protein	ORF3a protein
SARS-2	miR-424-5p	26723	26729	26723	26729	7mer-m8	x	0	98	M	M	membrane glycoprotein	membrane glycoprotein
SARS-2	miR-424-5p	28921	28927	28921	28927	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-424-5p	28935	28941	28935	28941	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-424-5p	28938	28944	28938	28944	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-424-5p	29023	29029	29023	29029	7mer-m8	x	0	98	N	N	nucleocapsid phosphoprotein	nucleocapsid phosphoprotein
SARS-2	miR-424-5p	3163	3169	3163	3169	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	4649	4654	4649	4654	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	5384	5390	5384	5390	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	6554	6559	6554	6559	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	6647	6652	6647	6652	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	7007	7012	7007	7012	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	8458	8465	8458	8465	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	8614	8621	8614	8621	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	9011	9016	9011	9016	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-424-5p	9950	9955	9950	9955	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	10007	10014	10007	10014	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	11071	11077	11071	11077	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	13741	13747	13741	13747	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	14722	14728	14722	14728	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	14761	14766	14761	14766	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	15793	15800	15793	15800	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	16252	16258	16252	16258	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	21384	21390	21384	21390	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	21652	21657	21652	21657	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	21734	21739	21734	21739	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	2297	2303	2297	2303	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	23101	23106	23101	23106	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	23331	23337	23331	23337	7mer-m8	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	23390	23397	23390	23397	8mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	25829	25834	25829	25834	6mer	x	0	98	ORF3a	ORF3a	ORF3a protein	ORF3a protein
SARS-2	miR-3133	26297	26302	26297	26302	6mer	x	0	98	E	E	envelope protein	envelope protein
SARS-2	miR-3133	26406	26411	26406	26411	6mer	x	0	98	E	E	envelope protein	envelope protein
SARS-2	miR-3133	26816	26821	26816	26821	6mer	x	0	98	M	M	membrane glycoprotein	membrane glycoprotein
SARS-2	miR-3133	27404	27409	27404	27409	6mer	x	0	98	ORF7a	ORF7a	ORF7a protein	ORF7a protein
SARS-2	miR-3133	3030	3036	3030	3036	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	3745	3751	3745	3751	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	4941	4946	4941	4946	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	4945	4950	4945	4950	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	6779	6785	6779	6785	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	6987	6994	6987	6994	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7153	7159	7153	7159	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7171	7177	7171	7177	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7260	7265	7260	7265	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7421	7426	7421	7426	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	9625	9630	9625	9630	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	9730	9737	9730	9737	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	10007	10014	10007	10014	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	11071	11077	11071	11077	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	13741	13747	13741	13747	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	14722	14728	14722	14728	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	14761	14766	14761	14766	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	15793	15800	15793	15800	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	16252	16258	16252	16258	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	21384	21390	21384	21390	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-3133	21652	21657	21652	21657	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	21734	21739	21734	21739	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	2297	2303	2297	2303	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	23101	23106	23101	23106	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	23331	23337	23331	23337	7mer-m8	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	23390	23397	23390	23397	8mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
SARS-2	miR-3133	25829	25834	25829	25834	6mer	x	0	98	ORF3a	ORF3a	ORF3a protein	ORF3a protein
SARS-2	miR-3133	26297	26302	26297	26302	6mer	x	0	98	E	E	envelope protein	envelope protein
SARS-2	miR-3133	26406	26411	26406	26411	6mer	x	0	98	E	E	envelope protein	envelope protein
SARS-2	miR-3133	26816	26821	26816	26821	6mer	x	0	98	M	M	membrane glycoprotein	membrane glycoprotein
SARS-2	miR-3133	27404	27409	27404	27409	6mer	x	0	98	ORF7a	ORF7a	ORF7a protein	ORF7a protein
SARS-2	miR-3133	3030	3036	3030	3036	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	3745	3751	3745	3751	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	4941	4946	4941	4946	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	4945	4950	4945	4950	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	6779	6785	6779	6785	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	6987	6994	6987	6994	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7153	7159	7153	7159	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7171	7177	7171	7177	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7260	7265	7260	7265	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	7421	7426	7421	7426	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	9625	9630	9625	9630	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-3133	9730	9737	9730	9737	8mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-21-3p	10423	10429	10423	10429	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-21-3p	10958	10964	10958	10964	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-21-3p	11689	11695	11689	11695	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-21-3p	11801	11806	11801	11806	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-21-3p	14448	14454	14448	14454	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-21-3p	14494	14499	14494	14499	6mer	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-21-3p	1574	1579	1574	1579	6mer	x	0	98	ORF1ab	ORF1ab	orf1a polyprotein	orf1a polyprotein
SARS-2	miR-21-3p	17668	17674	17668	17674	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-21-3p	18379	18385	18379	18385	7mer-1a	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-21-3p	19728	19734	19728	19734	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-21-3p	19917	19923	19917	19923	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
SARS-2	miR-21-3p	20037	20043	20037	20043	7mer-m8	x	0	98	ORF1ab	ORF1ab	orf1ab polyprotein	orf1ab polyprotein
